SeqName	GO IDs
ostta04g00700	F:GO:0003677; F:GO:0004003; F:GO:0005524; P:GO:0006139; F:GO:0016491; P:GO:0032508; P:GO:0055114
ostta04g00710	P:GO:0001510; F:GO:0003723; P:GO:0006396; F:GO:0008173
ostta04g00720	
ostta04g00730	F:GO:0004386
ostta04g00740	C:GO:0005802; P:GO:0006886; P:GO:0006904; C:GO:0009705
ostta04g00750	F:GO:0004594; F:GO:0005524; P:GO:0015937; P:GO:0016310
ostta04g00760	
ostta04g00770	P:GO:0006364; P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021; C:GO:0032040
ostta04g00780	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta04g00790	F:GO:0003723
ostta04g00800	F:GO:0005515
ostta04g00810	F:GO:0003856; P:GO:0009073; F:GO:0016491; P:GO:0055114
ostta04g00820	F:GO:0003723; F:GO:0016428; P:GO:0030488
ostta04g00830	
ostta04g00840	P:GO:0006886; P:GO:0016192; C:GO:0030124; C:GO:0030131; F:GO:0030276
ostta04g00850	F:GO:0003824; F:GO:0005515
ostta04g00860	P:GO:0005975; F:GO:0030246; F:GO:0047938
ostta04g00870	F:GO:0004222; C:GO:0005829; P:GO:0006508; F:GO:0046872
ostta04g00880	F:GO:0005524; F:GO:0016887
ostta04g00890	F:GO:0005506; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta04g00900	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta04g00910	C:GO:0005634
ostta04g00920	F:GO:0008168; P:GO:0032259
ostta04g00930	C:GO:0016021
ostta04g00940	F:GO:0031151; P:GO:0034729; P:GO:0051726
ostta04g00950	C:GO:0016021
ostta04g00960	F:GO:0005515
ostta04g00970	F:GO:0003676; F:GO:0005524; F:GO:0016787
ostta04g00990	
ostta04g01000	C:GO:0005789; C:GO:0016021; F:GO:0016757
ostta04g01010	F:GO:0005515
ostta04g01020	
ostta04g01030	F:GO:0004333; P:GO:0006091; F:GO:0046872; F:GO:0051539
ostta04g01040	F:GO:0003677; C:GO:0005634
ostta04g01050	F:GO:0003677; C:GO:0005634; P:GO:0006270; P:GO:0051301
ostta04g01060	P:GO:0006950
ostta04g01070	
ostta04g01080	P:GO:0006950
ostta04g01090	P:GO:0000105; F:GO:0004635; F:GO:0004636; F:GO:0005515; C:GO:0005622
ostta04g01100	P:GO:0000105; F:GO:0004635; F:GO:0004636; C:GO:0009570
ostta04g01110	P:GO:0002100; F:GO:0008251; F:GO:0008270
ostta04g01120	F:GO:0003676; C:GO:0005840
ostta04g01130	F:GO:0003824; F:GO:0004721; F:GO:0004722; P:GO:0006470; F:GO:0016787; F:GO:0043169; F:GO:0046872
ostta04g01140	F:GO:0016818
ostta04g01150	
ostta04g01160	
ostta04g01170	F:GO:0005515; P:GO:0016575; C:GO:0034967; P:GO:0045835
ostta04g01180	C:GO:0005789; P:GO:0006506; C:GO:0016021; F:GO:0051377
ostta04g01190	C:GO:0005634
ostta04g01200	F:GO:0016787
ostta04g01210	C:GO:0016021
ostta04g01220	F:GO:0005488; P:GO:0006402; C:GO:0030014
ostta04g01230	F:GO:0005515; C:GO:0016021
ostta04g01240	F:GO:0005506; F:GO:0005524; C:GO:0016021
ostta04g01250	P:GO:0006355; P:GO:0016570; F:GO:0042802
ostta04g01260	P:GO:0006355; P:GO:0016570; P:GO:0019348; C:GO:0030176; F:GO:0030234; F:GO:0042802; P:GO:0050790
ostta04g01270	P:GO:0002181; F:GO:0003684; F:GO:0003723; F:GO:0003735; C:GO:0005634; P:GO:0006281; F:GO:0008534; C:GO:0022627
ostta04g01280	
ostta04g01290	C:GO:0000784; F:GO:0003676; F:GO:0004812; P:GO:0016233
ostta04g01300	C:GO:0016021
ostta04g01310	F:GO:0003735; P:GO:0006412; C:GO:0022625
ostta04g01320	F:GO:0005488
ostta04g01330	F:GO:0000774; C:GO:0001405; P:GO:0006457; F:GO:0016661; P:GO:0030150; F:GO:0042803; P:GO:0050790; F:GO:0051082; F:GO:0051087; P:GO:0055114
ostta04g01340	F:GO:0000774; P:GO:0006457; F:GO:0016661; F:GO:0042803; P:GO:0050790; F:GO:0051087; P:GO:0055114
ostta04g01350	P:GO:0003341; P:GO:0060271
ostta04g01360	P:GO:0000244; C:GO:0046540
ostta04g01370	
ostta04g01380	
ostta04g01390	C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta04g01400	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
ostta04g01410	F:GO:0005515
ostta04g01420	F:GO:0005319; P:GO:0006869; C:GO:0016021
ostta04g01440	C:GO:0016020
ostta04g01450	F:GO:0005515
ostta04g01460	F:GO:0004190; P:GO:0006508; C:GO:0012505; C:GO:0016021; C:GO:0031410; C:GO:0043231; C:GO:0044446; C:GO:0098588; C:GO:0098805
ostta04g01470	
ostta04g01480	F:GO:0004335; F:GO:0005524; F:GO:0005534; C:GO:0005829; C:GO:0005840; P:GO:0006012; P:GO:0046835
ostta04g01490	F:GO:0003700; P:GO:0006355
ostta04g01500	F:GO:0004795; P:GO:0009088; C:GO:0009507; F:GO:0030170
ostta04g01510	C:GO:0016021
ostta04g01520	
ostta04g01530	P:GO:0000288; P:GO:0002184; F:GO:0003743; F:GO:0003746; F:GO:0003747; F:GO:0003924; F:GO:0005525; C:GO:0005773; C:GO:0005829; P:GO:0006413; P:GO:0006414; C:GO:0016021; C:GO:0018444
ostta04g01540	
ostta04g01550	F:GO:0005515
ostta04g01560	
ostta04g01570	C:GO:0000139; F:GO:0005198; F:GO:0005515; P:GO:0006886; P:GO:0006888; P:GO:0006890; P:GO:0006891; C:GO:0030126
ostta04g01580	P:GO:0008643; C:GO:0016021
ostta04g01590	F:GO:0004828; F:GO:0005524; C:GO:0005739; P:GO:0006434
ostta04g01600	F:GO:0004828; F:GO:0005524; C:GO:0005737; P:GO:0006434
ostta04g01610	F:GO:0004828; F:GO:0005524; C:GO:0005739; P:GO:0006434; C:GO:0009507
ostta04g01620	
ostta04g01630	
ostta04g01640	
ostta04g01650	F:GO:0003723; F:GO:0005515; P:GO:0050896
ostta04g01660	F:GO:0002161; F:GO:0004823; F:GO:0005524; C:GO:0005829; P:GO:0006429; C:GO:0009506; C:GO:0009507; P:GO:0106074
ostta04g01670	P:GO:0009651; P:GO:0010226
ostta04g01680	F:GO:0004672; F:GO:0005524; P:GO:0006468; C:GO:0016021
ostta04g01690	F:GO:0016746; P:GO:0044267
ostta04g01700	F:GO:0003746; P:GO:0006414; F:GO:0008270
ostta04g01710	F:GO:0008270
ostta04g01720	F:GO:0005515; F:GO:0008270
ostta04g01730	F:GO:0005515; C:GO:0005634
ostta04g01740	F:GO:0016787
ostta04g01750	F:GO:0005509
ostta04g01760	P:GO:0002181; F:GO:0003735; F:GO:0019843; C:GO:0022625
ostta04g01770	F:GO:0003723
ostta04g01780	F:GO:0016746
ostta04g01790	C:GO:0009535; C:GO:0009538; C:GO:0009941; C:GO:0010287; P:GO:0015979; C:GO:0016021; F:GO:0019904
ostta04g01800	C:GO:0016021
ostta04g01810	F:GO:0003924; F:GO:0005525; C:GO:0005886; P:GO:0015031
ostta04g01820	C:GO:0009536
ostta04g01830	F:GO:0003677; C:GO:0005634; P:GO:0008152; F:GO:0046872
ostta04g01840	F:GO:0005509; F:GO:0005518; C:GO:0005576; P:GO:0006869; F:GO:0008289; C:GO:0016020; C:GO:0016021; P:GO:0042157; F:GO:0046872; C:GO:0062023
ostta04g01850	C:GO:0016021
ostta04g01860	F:GO:0003723; F:GO:0003735; P:GO:0006412; C:GO:0015934
ostta04g01870	F:GO:0004519; F:GO:0004527; P:GO:0090305
ostta04g01880	
ostta04g01890	C:GO:0016021
ostta04g01900	F:GO:0016787
ostta04g01910	
ostta04g01920	F:GO:0005524; F:GO:0046872
ostta04g01930	P:GO:0006511; P:GO:0006629; P:GO:0016579; F:GO:0036459
ostta04g01940	P:GO:0006511; P:GO:0006629; P:GO:0016579; F:GO:0036459
ostta04g01950	C:GO:0016020; C:GO:0016021
ostta04g01960	F:GO:0005488
ostta04g01970	F:GO:0051213; P:GO:0055114; P:GO:0070988
ostta04g01980	C:GO:0005737; P:GO:0005980; F:GO:0008184; F:GO:0030170; F:GO:0102250; F:GO:0102499
ostta04g01990	C:GO:0000922; C:GO:0005737; C:GO:0005815; C:GO:0005874; P:GO:0007020; F:GO:0043015
ostta04g02000	
ostta04g02010	C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta04g02020	P:GO:0002943; F:GO:0017150; F:GO:0050660; P:GO:0055114
ostta04g02030	F:GO:0005509; F:GO:0005515
ostta04g02040	C:GO:0016021; F:GO:0016740
ostta04g02050	F:GO:0003684; F:GO:0005524; P:GO:0006298; F:GO:0030983
ostta04g02060	F:GO:0005515; F:GO:0008168; P:GO:0032259; P:GO:0044237; P:GO:0071704
ostta04g02070	
ostta04g02080	F:GO:0004310; C:GO:0005789; P:GO:0006696; C:GO:0016021; P:GO:0045338; F:GO:0051996
ostta04g02090	C:GO:0005739; C:GO:0009507; P:GO:0015995; F:GO:0016851
ostta04g02100	F:GO:0005524; P:GO:0045951; P:GO:0046686
ostta04g02110	C:GO:0016021
ostta04g02120	
ostta04g02130	C:GO:0016021
ostta04g02140	P:GO:0000398; F:GO:0003729; F:GO:0004004; F:GO:0005524; C:GO:0005681; C:GO:0005739; C:GO:0005829; C:GO:0009506
ostta04g02150	P:GO:0007165; F:GO:0016787; P:GO:0046856
ostta04g02160	F:GO:0005515; P:GO:0006886; C:GO:0012505; C:GO:0016021; C:GO:0043231; C:GO:0044444; C:GO:0044446; P:GO:0048193; P:GO:0061025
ostta04g02170	C:GO:0016020; C:GO:0016021
ostta04g02180	C:GO:0000243; P:GO:0000245; P:GO:0000387; F:GO:0003723; C:GO:0005682; C:GO:0005685; C:GO:0005686; C:GO:0005687; C:GO:0005689; C:GO:0034715; C:GO:0034719; C:GO:0071010; C:GO:0071011; C:GO:0071013; C:GO:0097526
ostta04g02190	F:GO:0004842; F:GO:0005509; P:GO:0016567
ostta04g02200	F:GO:0004842; F:GO:0005509; C:GO:0016021; P:GO:0016567; F:GO:0030246
ostta04g02210	F:GO:0004842; F:GO:0005509; F:GO:0005515; P:GO:0007399; P:GO:0009057; P:GO:0010959; C:GO:0016020; P:GO:0016567; P:GO:0019222; P:GO:0034765; P:GO:0042221; C:GO:0043227; C:GO:0043229; P:GO:0044248; P:GO:0044403; C:GO:0044444; P:GO:0048518; P:GO:0048519; P:GO:0050794; P:GO:0051716; C:GO:0071944
ostta04g02220	
ostta04g02230	
ostta04g02240	F:GO:0003951; F:GO:0004143; F:GO:0005524; P:GO:0007205; C:GO:0016021; P:GO:0016310
ostta04g02250	C:GO:0016021
ostta04g02260	
ostta04g02270	F:GO:0004674; F:GO:0005524; P:GO:0006468; C:GO:0016020
ostta04g02280	F:GO:0005488
ostta04g02290	F:GO:0016740
ostta04g02300	F:GO:0046872
ostta04g02310	
ostta04g02320	C:GO:0009507; C:GO:0009579; C:GO:0016021; P:GO:0016043
ostta04g02330	C:GO:0016021
ostta04g02340	C:GO:0016021
ostta04g02350	C:GO:0016021
ostta04g02360	C:GO:0016021
ostta04g02370	P:GO:0006508; F:GO:0008233; C:GO:0009507
ostta04g02380	C:GO:0005634; P:GO:0006334; P:GO:0006337; P:GO:0016573; F:GO:0042393
ostta04g02390	F:GO:0004553; P:GO:0005975
ostta04g02400	C:GO:0016021
ostta04g02410	P:GO:0007049
ostta04g02420	C:GO:0016021
ostta04g02430	
ostta04g02440	C:GO:0016021
ostta04g02450	C:GO:0016021
ostta04g02460	F:GO:0008289; C:GO:0016021
ostta04g02470	F:GO:0008168; P:GO:0032259
ostta04g02480	C:GO:0012505; C:GO:0016021; C:GO:0043227; C:GO:0043229; C:GO:0044444; P:GO:0055114
ostta04g02490	C:GO:0005739; P:GO:0006814; C:GO:0009534; P:GO:0009624; C:GO:0009941; F:GO:0015131; F:GO:0015139; F:GO:0015140; P:GO:0015742; C:GO:0016021; P:GO:0019676; P:GO:0071423; P:GO:1902356
ostta04g02500	F:GO:0005509; C:GO:0009523; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta04g02510	C:GO:0000502; F:GO:0005524; P:GO:0006950; C:GO:0009526; C:GO:0009570; C:GO:0009579; P:GO:0009628; C:GO:0016020; F:GO:0016787; F:GO:0030234; P:GO:0050790
ostta04g02520	P:GO:0007034
ostta04g02530	F:GO:0008420; P:GO:0070940
ostta04g02540	F:GO:0005524; C:GO:0005634; C:GO:0005829; C:GO:0009506; F:GO:0016881; P:GO:0016925; F:GO:0019948; F:GO:0046872
ostta04g02550	P:GO:0050896
ostta04g02560	P:GO:0006629; F:GO:0008889; C:GO:0016021
ostta04g02570	F:GO:0005488
ostta04g02580	C:GO:0005758; P:GO:0006122; P:GO:0006123; F:GO:0009055; F:GO:0020037; F:GO:0046872; C:GO:0070469
ostta04g02590	F:GO:0005515; C:GO:0005730; P:GO:0006325; P:GO:0048235; P:GO:0048574
ostta04g02600	P:GO:0007131
ostta04g02610	C:GO:0000139; F:GO:0005198; F:GO:0005525; P:GO:0006886; P:GO:0006888; P:GO:0006890; P:GO:0006891; C:GO:0030126
ostta04g02620	F:GO:0008113; P:GO:0055114
ostta04g02630	F:GO:0005198; F:GO:0005525; P:GO:0006886; P:GO:0016192; F:GO:0016787; C:GO:0030126
ostta04g02640	F:GO:0016746
ostta04g02650	F:GO:0000049; F:GO:0004825; F:GO:0005524; C:GO:0005737; P:GO:0006431
ostta04g02660	F:GO:0003885; C:GO:0005739; C:GO:0009536; C:GO:0016020; F:GO:0016633; P:GO:0055114; F:GO:0071949; F:GO:0080049
ostta04g02670	F:GO:0008168; P:GO:0032259
ostta04g02680	
ostta04g02690	P:GO:0000413; F:GO:0003755; F:GO:0005528; C:GO:0005737; P:GO:0061077
ostta04g02700	
ostta04g02710	F:GO:0004791; P:GO:0006662; C:GO:0009295; C:GO:0009507; C:GO:0009579; P:GO:0009657; F:GO:0015035; F:GO:0016671; P:GO:0034599; P:GO:0045454; F:GO:0047134; P:GO:0055114
ostta04g02720	C:GO:0009941; F:GO:0016787
ostta04g02730	
ostta04g02740	F:GO:0004849; F:GO:0005524; C:GO:0005829; P:GO:0005975; P:GO:0006206; P:GO:0006222; F:GO:0008974; C:GO:0009507; P:GO:0016310; F:GO:0016787; P:GO:0043097
ostta04g02750	C:GO:0005774; C:GO:0005794; C:GO:0005886; P:GO:0015991; C:GO:0033180; F:GO:0046961
ostta04g02760	F:GO:0003723; F:GO:0004386; F:GO:0005524; C:GO:0005634; F:GO:0046872
ostta04g02770	F:GO:0003723; F:GO:0004386; F:GO:0005524; C:GO:0005730; P:GO:0008152; F:GO:0048037
ostta04g02780	C:GO:0009535; P:GO:0015031; C:GO:0016021
ostta04g02790	P:GO:0030242
ostta04g02800	P:GO:0030001; F:GO:0046872
ostta04g02810	F:GO:0008168; P:GO:0032259
ostta04g02820	C:GO:0000502; F:GO:0005524; F:GO:0016787
ostta04g02830	F:GO:0005245; C:GO:0005891; P:GO:0034765; P:GO:0070588
ostta04g02840	C:GO:0016021; P:GO:0055114
ostta04g02850	F:GO:0003677; P:GO:0006355
ostta04g02860	C:GO:0005622; P:GO:0006913; F:GO:0017056
ostta04g02870	
ostta04g02880	F:GO:0005506; F:GO:0005515; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta04g02890	
ostta04g02900	F:GO:0003723; F:GO:0005515; P:GO:0006396
ostta04g02910	F:GO:0004657; C:GO:0005739; P:GO:0006562; P:GO:0050794; P:GO:0055114
ostta04g02920	
ostta04g02930	F:GO:0003677
ostta04g02940	F:GO:0009055; C:GO:0016021; P:GO:0022900; F:GO:0051536
ostta04g02950	F:GO:0009055; P:GO:0022900; F:GO:0051536
ostta04g02960	C:GO:0016021
ostta04g02970	P:GO:0000470; F:GO:0003723; F:GO:0003735; P:GO:0006412; C:GO:0022625
ostta04g02980	P:GO:0006508; F:GO:0008233; C:GO:0016021
ostta04g02990	C:GO:0016020; C:GO:0016021; F:GO:0016853
ostta04g03000	F:GO:0005515
ostta04g03010	F:GO:0005452; P:GO:0015698; C:GO:0016021
ostta04g03020	
ostta04g03030	C:GO:0005739; P:GO:0009107; P:GO:0009249; C:GO:0009507; F:GO:0016992; F:GO:0046872; F:GO:0051539
ostta04g03040	
ostta04g03050	F:GO:0003824; F:GO:0008270; C:GO:0016021; P:GO:0044267
ostta04g03060	
ostta04g03070	F:GO:0003983; C:GO:0005737; P:GO:0005977; P:GO:0006011
ostta04g03080	C:GO:0005623; C:GO:0016020; F:GO:0016853; P:GO:0045454
ostta04g03090	C:GO:0005786; P:GO:0006614; F:GO:0008312; F:GO:0030942
ostta04g03100	C:GO:0005622; P:GO:0006606
ostta04g03110	F:GO:0003777; F:GO:0005524; P:GO:0007018; F:GO:0008017
ostta04g03120	
ostta04g03130	
ostta04g03140	F:GO:0003676; F:GO:0003972; F:GO:0005524; P:GO:0006388; F:GO:0046872
ostta04g03150	F:GO:0005515
ostta04g03160	F:GO:0005515; C:GO:0048188
ostta04g03170	F:GO:0004659; C:GO:0005739; P:GO:0006744; P:GO:0008299; C:GO:0009507; F:GO:0050347
ostta04g03180	
ostta04g03190	F:GO:0005524; P:GO:0006605; C:GO:0009535; C:GO:0009570; P:GO:0009646; P:GO:0009658; C:GO:0009941; P:GO:0010090; P:GO:0010109; P:GO:0017038
ostta04g03200	
ostta04g03210	P:GO:0000350; C:GO:0005681; C:GO:0005829; C:GO:0009507; C:GO:1902494
ostta04g03220	C:GO:0016020; C:GO:0016021
ostta04g03230	F:GO:0005515
ostta04g03240	F:GO:0031177
ostta04g03250	F:GO:0005515; C:GO:0005737
ostta04g03260	F:GO:0005524; C:GO:0005737; P:GO:0016567; F:GO:0019788; F:GO:0031625; P:GO:0045116; F:GO:0061630
ostta04g03270	F:GO:0005515; C:GO:0009570; F:GO:0016853; P:GO:0019288; F:GO:0030604; P:GO:0046686; F:GO:0046872; P:GO:0055114; F:GO:0070402
ostta04g03280	P:GO:0008299; F:GO:0030604; F:GO:0046872; P:GO:0055114; F:GO:0070402
ostta04g03290	C:GO:0042995; C:GO:0043226
ostta04g03300	C:GO:0016021
ostta04g03310	F:GO:0071949
ostta04g03320	F:GO:0005515; F:GO:0016740
ostta04g03330	F:GO:0000287; P:GO:0006190; P:GO:0009117; C:GO:0016020; C:GO:0016021; P:GO:0016311; F:GO:0050483
ostta04g03340	F:GO:0003824; F:GO:0005515; P:GO:0008152
ostta04g03350	
ostta04g03360	
ostta04g03370	
ostta04g03380	F:GO:0005515
ostta04g03390	P:GO:0006139
ostta04g03400	C:GO:0016021
ostta04g03410	
ostta04g03420	F:GO:0005509; C:GO:0016021
ostta04g03430	F:GO:0005509; C:GO:0016021
ostta04g03440	F:GO:0005509; F:GO:0005515; C:GO:0016021; F:GO:0030246
ostta04g03450	
ostta04g03460	F:GO:0003712; F:GO:0004402; C:GO:0005634; P:GO:0006355; F:GO:0008270; P:GO:0016573
ostta04g03470	F:GO:0004605; C:GO:0016021; P:GO:0016024
ostta04g03480	F:GO:0008168; C:GO:0016020; C:GO:0016021; F:GO:0016740; P:GO:0032259
ostta04g03490	F:GO:0003677; F:GO:0003721; P:GO:0006278
ostta04g03500	F:GO:0003723; F:GO:0046872
ostta04g03510	P:GO:0006631; F:GO:0045300; F:GO:0046872; P:GO:0055114
ostta04g03520	F:GO:0004017; F:GO:0005524; P:GO:0016310; P:GO:0046940
ostta04g03530	C:GO:0000922; C:GO:0000930; C:GO:0005635; P:GO:0009624; C:GO:0009898; P:GO:0022402; F:GO:0043015; C:GO:0055028; P:GO:0090063
ostta04g03540	F:GO:0005524; C:GO:0016021; F:GO:0016887
ostta04g03550	F:GO:0004471; P:GO:0019752; F:GO:0046872; F:GO:0051287; P:GO:0055114
ostta04g03560	F:GO:0003700; P:GO:0006352; P:GO:0006355
ostta04g03570	
ostta04g03580	C:GO:0016021
ostta04g03590	P:GO:0000413; F:GO:0003755
ostta04g03600	
ostta04g03610	C:GO:0005737; P:GO:0120009; F:GO:0120013
ostta04g03620	F:GO:0005515; C:GO:0005634; F:GO:0008270
ostta04g03630	F:GO:0005515; F:GO:0016829
ostta04g03640	
ostta04g03650	F:GO:0008270
ostta04g03660	F:GO:0005515
ostta04g03670	F:GO:0004721; P:GO:0006470
ostta04g03680	F:GO:0008171; P:GO:0032259
ostta04g03690	
ostta04g03700	P:GO:0016255; C:GO:0042765
ostta04g03710	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta04g03720	C:GO:0016021; F:GO:0016787
ostta04g03730	C:GO:0016021
ostta04g03740	F:GO:0015105; P:GO:0015700; C:GO:0016021; P:GO:0055085
ostta04g03750	C:GO:0016021; F:GO:0016747
ostta04g03760	F:GO:0004040; P:GO:0006807; F:GO:0043864
ostta04g03770	C:GO:0005737; P:GO:0006457; P:GO:0032502; F:GO:0051082
ostta04g03780	C:GO:0016021
ostta04g03790	F:GO:0004526; P:GO:0008033; P:GO:0090502
ostta04g03800	F:GO:0004427; F:GO:0009678; C:GO:0016021; P:GO:1902600
ostta04g03810	C:GO:0005774; C:GO:0005794; C:GO:0005886; C:GO:0009506
ostta04g03820	
ostta04g03830	
ostta04g03840	F:GO:0005515; C:GO:0005634; P:GO:0006355; P:GO:0043486
ostta04g03850	P:GO:0007021; P:GO:0007023; F:GO:0048487
ostta04g03860	C:GO:0005737; C:GO:0005874; P:GO:0007021; P:GO:0007023; F:GO:0048487
ostta04g03870	C:GO:0016021
ostta04g03880	F:GO:0004674; F:GO:0005524; P:GO:0006468
ostta04g03890	P:GO:0043087
ostta04g03900	F:GO:0016491; P:GO:0055114
ostta04g03910	C:GO:0000123; F:GO:0003677
ostta04g03920	F:GO:0004190; P:GO:0006508
ostta04g03930	F:GO:0004367; P:GO:0005975; C:GO:0009331; P:GO:0009627; C:GO:0009941; C:GO:0016020; P:GO:0045017; P:GO:0046168; F:GO:0051287; P:GO:0055114
ostta04g03940	F:GO:0003844; F:GO:0004553; P:GO:0005978; F:GO:0043169
ostta04g03950	F:GO:0005375; C:GO:0016021; P:GO:0035434
ostta04g03960	P:GO:0006596; F:GO:0016740; F:GO:0016829
ostta04g03970	C:GO:0016021
ostta04g03980	F:GO:0008270; F:GO:0008835; P:GO:0009231; F:GO:0016491; P:GO:0055114
ostta04g03990	F:GO:0008013
ostta04g04000	F:GO:0005524; F:GO:0016301; P:GO:0016310
ostta04g04010	F:GO:0005515
ostta04g04020	C:GO:0016020
ostta04g04030	
ostta04g04040	F:GO:0005524; P:GO:0006457; F:GO:0051082
ostta04g04050	F:GO:0003677; F:GO:0003887; C:GO:0005730; P:GO:0006355; F:GO:0008134
ostta04g04060	F:GO:0003676; F:GO:0008270
ostta04g04070	
ostta04g04080	F:GO:0005313; P:GO:0006814; C:GO:0009534; P:GO:0009624; C:GO:0009941; F:GO:0015131; F:GO:0015140; P:GO:0015729; P:GO:0015813; C:GO:0016021; P:GO:0019676; P:GO:0071423
ostta04g04090	F:GO:0005247; C:GO:0016021; P:GO:1902476
ostta04g04100	F:GO:0004519; P:GO:0090305
ostta04g04110	F:GO:0005488; P:GO:0006886; P:GO:0016192; C:GO:0030121
ostta04g04120	P:GO:0006886; P:GO:0009058; P:GO:0016192; F:GO:0016740; C:GO:0030131
ostta04g04130	F:GO:0004540; P:GO:0008033; P:GO:0090501
ostta04g04140	C:GO:0009507
ostta04g04150	C:GO:0009512; C:GO:0016021
ostta04g04160	C:GO:0016020; C:GO:0016021; F:GO:0016874; F:GO:0030247
ostta04g04170	F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0016021
ostta04g04180	F:GO:0005515
ostta04g04190	F:GO:0005509
ostta04g04200	C:GO:0005794; C:GO:0016021
ostta04g04210	
ostta04g04220	F:GO:0003854; P:GO:0006694; C:GO:0016020; F:GO:0016853; P:GO:0055114
ostta04g04230	F:GO:0003735; C:GO:0005762; P:GO:0006412
ostta04g04240	F:GO:0046872
ostta04g04250	
ostta04g04260	F:GO:0005086; P:GO:0032012
ostta04g04270	F:GO:0008168; P:GO:0032259
ostta04g04280	C:GO:0016021; P:GO:0055085
ostta04g04290	F:GO:0003677; C:GO:0005634; P:GO:0006355
ostta04g04300	
ostta04g04310	C:GO:0005730; P:GO:0042273
ostta04g04320	F:GO:0008270
ostta04g04330	F:GO:0004843; F:GO:0005515; P:GO:0006511; F:GO:0008270; P:GO:0016579
ostta04g04340	P:GO:0000413; F:GO:0003755
ostta04g04350	F:GO:0016787
ostta04g04360	C:GO:0032040
ostta04g04370	F:GO:0005515
ostta04g04380	P:GO:0000413; F:GO:0003755
ostta04g04390	F:GO:0000287; F:GO:0004775; F:GO:0005507; F:GO:0005524; C:GO:0005739; P:GO:0006099; F:GO:0016829; P:GO:0046686
ostta04g04400	C:GO:0016021
ostta04g04410	F:GO:0005515
ostta04g04420	F:GO:0004332; P:GO:0006096
ostta04g04430	
ostta04g04440	
ostta04g04450	
ostta04g04460	C:GO:0016021
ostta04g04470	F:GO:0008176; P:GO:0106004
ostta04g04480	F:GO:0003777; F:GO:0005524; C:GO:0005874; P:GO:0006996; P:GO:0007018; F:GO:0008017
ostta04g04490	
ostta04g04500	F:GO:0005515
ostta04g04510	F:GO:0004812; F:GO:0005524; P:GO:0006418
ostta04g04520	C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta04g04530	C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta04g04540	P:GO:0010024; F:GO:0016636; F:GO:0050897; P:GO:0055114
ostta04g04550	C:GO:0016021
ostta04g04560	P:GO:0016575
ostta04g04570	
ostta04g04580	F:GO:0005515; F:GO:0010997; F:GO:0097027; P:GO:1904668
ostta04g04590	F:GO:0004222; P:GO:0006508; C:GO:0016021
ostta04g04600	F:GO:0004222; P:GO:0006508; C:GO:0016021
ostta04g04630	C:GO:0016021
ostta04g04640	C:GO:0005634; P:GO:0006270; P:GO:0006279
ostta04g04650	P:GO:0006914
ostta04g04660	
ostta04g04670	C:GO:0016021
ostta04g04680	F:GO:0005515; P:GO:0007051; C:GO:0016021
ostta04g04690	P:GO:0000911; C:GO:0005783; P:GO:0006907; P:GO:0009958; C:GO:0016021; F:GO:0047793
ostta04g04700	
ostta04g04710	
ostta04g04720	F:GO:0051213; P:GO:0055114
ostta04g04730	P:GO:0000209; F:GO:0005524; C:GO:0005737; P:GO:0006511; F:GO:0016874; F:GO:0031625; F:GO:0061630
ostta04g04740	F:GO:0000049; F:GO:0004813; F:GO:0005515; F:GO:0005524; C:GO:0005739; F:GO:0008270; P:GO:0070143
ostta04g04750	P:GO:0009082; F:GO:0052654; F:GO:0052655; F:GO:0052656
ostta04g04760	P:GO:0000492; C:GO:0000812; F:GO:0005524; C:GO:0005730; C:GO:0005829; P:GO:0006338; P:GO:0006357; C:GO:0009507; P:GO:0016573; C:GO:0031011; P:GO:0032508; C:GO:0035267; F:GO:0043141; P:GO:0048507; C:GO:0097255; P:GO:2000072
ostta04g04770	F:GO:0003677; C:GO:0005634; P:GO:0006355
ostta04g04780	C:GO:0000139; F:GO:0005509; P:GO:0006810; C:GO:0016021; P:GO:0016043
ostta04g04790	F:GO:0005509; C:GO:0016021
ostta04g04820	F:GO:0003924; F:GO:0005525; C:GO:0005777; P:GO:0007623; F:GO:0008017; F:GO:0008270; P:GO:0009056; C:GO:0009707; P:GO:0010020; P:GO:0016559; F:GO:0016788; F:GO:0042802
ostta04g04830	F:GO:0004148; C:GO:0005623; F:GO:0009055; P:GO:0022900; P:GO:0045454; F:GO:0050660
ostta04g04840	F:GO:0005515
ostta04g04850	C:GO:0016021
